Approved symbol	Alias symbol	Previous symbol	NCBI gene ID
HIF1A-AS2	3'aHIF-1A		100750247
HIF1A-AS2	aHIF		100750247
HIF1A-AS3			105370526
HIF1AN	FLJ20615		55662
HIF1AN	DKFZp762F1811		55662
HIF1AN	FLJ22027		55662
HIF1AN	FIH1		55662
HIF1AP1			100874523
HIF3A	IPAS		64344
HIF3A	MOP7		64344
HIF3A	PASD7		64344
HIF3A	bHLHe17		64344
HIGD1A	HIG1		25994
HIGD1A	DKFZP564K247		25994
HIGD1A	RCF1A		25994
HIGD1AP1		HIGD1D	100129086
HIGD1AP1		HIGD1DP	100129086
HIGD1AP2			100874450
HIGD1AP3			100859920
HIGD1AP4			100874435
HIGD1AP5			100289300
HIGD1AP6			100874436
HIGD1AP7			100874437
HIGD1AP8			100874451
HIGD1AP9			100874452
HIGD1AP10			100287960
HIGD1AP11			100874453
HIGD1AP12			100130383
HIGD1AP13			100874454
HIGD1AP14			100874455
HIGD1AP15			100289605
HIGD1AP16			100874476
HIGD1AP17			100874477
HIGD1AP18			100874456
HIGD1B	CLST11240		51751
HIGD1B	CLST11240-15		51751
HIGD1C	Gm921		613227
HIGD2A	MGC2198		192286
HIGD2A	RCF1B		192286
HIGD2AP1			100289360
HIGD2AP2			112268442
HIGD2B		HIGD2BP	123346
HIKESHI	HSPC138	C11orf73	51501
HIKESHI	HSPC179	C11orf73	51501
HIKESHI	OPI10	C11orf73	51501
HIKESHIP1			100217367
HIKESHIP2			117751740
HIKESHIP3			117751737
HILPDA	FLJ21076	C7orf68	29923
HILPDA	HIG-2	C7orf68	29923
HILPDA	HIG2	C7orf68	29923
HINFP	DKFZP434F162	MIZF	25988
HINFP	HiNF-P	MIZF	25988
HINFP	ZNF743	MIZF	25988
HINT1	PKCI-1	PRKCNH1	3094
HINT1	PKCI-1	HINT	3094
HINT1P1	HINTP1		730647
HINT1P2			100233146
HINT2			84681
HINT2P1			101929471
HINT3	FLJ33126		135114
HINT3	HINT4		135114
HIP1	ILWEQ		3092
HIP1R	KIAA0655		9026
HIP1R	HIP3		9026
HIP1R	HIP12		9026
HIP1R	FLJ14000		9026
HIP1R	ILWEQ		9026
HIPK1	KIAA0630		204851
HIPK1	Myak		204851
HIPK1	MGC26642		204851
HIPK1	Nbak2		204851
HIPK1	MGC33446		204851
HIPK1	MGC33548		204851
HIPK1-AS1			101928846
HIPK2			28996
HIPK3	PKY		10114
HIPK3	DYRK6		10114
HIPK3	YAK1		10114
HIPK3	FIST3		10114
HIPK4	FLJ32818		147746
HIRA	DGCR1	TUPLE1	7290
HIRA	TUP1	TUPLE1	7290
HIRAP1			100422545
HIRIP3			8479
HIST2H3B	HIST2H3PS1		
HIVEP1	CIRIP	ZNF40	3096
HIVEP1	MBP-1	ZNF40	3096
HIVEP1	CRYBP1	ZNF40	3096
HIVEP1	PRDII-BF1	ZNF40	3096
HIVEP1	ZAS1	ZNF40	3096
HIVEP1	Schnurri-1	ZNF40	3096
HIVEP1	ZNF40A	ZNF40	3096
HIVEP2	MBP-2		3097
HIVEP2	HIV-EP2		3097
HIVEP2	MIBP1		3097
HIVEP2	ZAS2		3097
HIVEP2	Schnurri-2		3097
HIVEP2	ZNF40B		3097
HIVEP3	KRC		59269
HIVEP3	KBP1		59269
HIVEP3	KBP-1		59269
HIVEP3	SHN3		59269
HIVEP3	FLJ16752		59269
HIVEP3	KIAA1555		59269
HIVEP3	ZAS3		59269
HIVEP3	Schnurri-3		59269
HIVEP3	ZNF40C		59269
HJURP	DKFZp762E1312		55355
HJURP	URLC9		55355
HJURP	hFLEG1		55355
HJURP	FAKTS		55355
HJV	JH	HFE2	148738
HJV	HFE2A	HFE2	148738
HJV	RGMC	HFE2	148738
HJV	hemojuvelin	HFE2	148738
HJV	haemojuvelin	HFE2	148738
HK1			3098
HK2			3099
HK2-DT			118568819
HK2P1		HK2P	642546
HK2P2			
HK3			3101
HKDC1	FLJ37767		80201
HKDC1	FLJ22761		80201
HLA-A			3105
HLA-B		AS	3106
HLA-C		HLA-JY3	3107
HLA-C		D6S204	3107
HLA-C		PSORS1	3107
HLA-DMA	D6S222E		3108
HLA-DMA	RING6		3108
HLA-DMB	D6S221E		3109
HLA-DMB	RING7		3109
HLA-DOA	HLA-D0-alpha	HLA-DZA	3111
HLA-DOA	HLA-D0-alpha	HLA-DNA	3111
HLA-DOB			3112
HLA-DPA1		HLA-DP1A	3113
HLA-DPA2		HLA-DP2A	646702
HLA-DPA3			267013
HLA-DPB1		HLA-DP1B	3115
HLA-DPB2	DP2B	HLA-DP2B	3116
HLA-DPB2	DPB2	HLA-DP2B	3116
HLA-DQA1	CELIAC1	HLA-DQA	3117
HLA-DQA2		HLA-DXA	3118
HLA-DQB1	IDDM1	HLA-DQB	3119
HLA-DQB1	CELIAC1	HLA-DQB	3119
HLA-DQB1-AS1			106480429
HLA-DQB2		HLA-DXB	3120
HLA-DQB3	D6S205	HLA-DVB	3121
HLA-DQB3	D6S205E	HLA-DVB	3121
HLA-DQB3	DVB	HLA-DVB	3121
HLA-DQB3	DQB3	HLA-DVB	3121
HLA-DRA		HLA-DRA1	3122
HLA-DRB1		HLA-DR1B	3123
HLA-DRB2		HLA-DR2B	3124
HLA-DRB3		HLA-DR3B	3125
HLA-DRB4		HLA-DR4B	3126
HLA-DRB5			3127
HLA-DRB6			3128
HLA-DRB7			3129
HLA-DRB8			3130
HLA-DRB9	D6S206	HLA-DRB1L	3132
HLA-DRB9	D6S206	HLA-DR1BL	3132
HLA-DRB9	D6S206E	HLA-DRB1L	3132
HLA-DRB9	D6S206E	HLA-DR1BL	3132
HLA-E			3133
HLA-F			3134
HLA-F-AS1			285830
HLA-G			3135
HLA-H			3136
HLA-J	CDA12	HLA-CDA12	3137
HLA-J	CDA12	D6S203	3137
HLA-J	HLA-59	HLA-CDA12	3137
HLA-J	HLA-59	D6S203	3137
HLA-K	HLA-70	HLAK	3138
HLA-K	HLA-70	HLA70	3138
HLA-L	HLA-92	HLA92	3139
HLA-L	HLA-92	HLAL	3139
HLA-N	HLA-30		267014
HLA-P	dJ377H14.3	C6orf101	352963
HLA-P	dJ377H14.3	HLA-90	352963
HLA-S	HLA-17		267015
HLA-T		HLA-16	352964
HLA-U	Em:AB023056.13	HLA-21	352965
HLA-V	dJ377H14.4	HLA-75	352962
HLA-W		HLA-80	352966
HLA-X			267016
HLA-Y	HLA-BEL/COQ/DEL		100127173
HLA-Z	HLA-Z1		267017
HLCS	HCS		3141
HLCS-IT1			100874294
HLF	MGC33822		3131
HLFP1			100873813
HLTF	HIP116A	SNF2L3	6596
HLTF	HIP116A	SMARCA3	6596
HLTF	HLTF1	SNF2L3	6596
HLTF	HLTF1	SMARCA3	6596
HLTF	RNF80	SNF2L3	6596
HLTF	RNF80	SMARCA3	6596
HLTF-AS1			100873945
HLX	HB24	HLX1	3142
HLX-AS1			100873924
HM13	H13		81502
HM13	dJ324O17.1		81502
HM13	SPP		81502
HM13	PSL3		81502
HM13	IMP1		81502
HM13	IMPAS		81502
HM13	PSENL3		81502
HM13	SPPL1		81502
HM13-AS1			100874042
HM13-IT1			106480432
HMAA			
HMAB			
HMBOX1	HNF1LA		79618
HMBOX1	PBHNF		79618
HMBOX1	FLJ21616		79618
HMBOX1	HOT1		79618
HMBOX1-IT1			106481795
HMBOX1-OT1			
HMBS		PBGD	3145
HMBS		UPS	3145
HMBS		PORC	3145
HMCES	DC12	C3orf37	56941
HMCES	SRAPD1	C3orf37	56941
HMCN1	FBLN6	ARMD1	83872
HMCN1	FIBL6	ARMD1	83872
HMCN1	FIBL-6	ARMD1	83872
HMCN2	DKFZp434P0216		256158
HMCN2	FLJ23816		256158
HMG1P			
HMG20A	HMGX1		10363
HMG20A	FLJ10739		10363
HMG20A	HMGXB1		10363
HMG20B	SOXL		10362
HMG20B	HMGX2		10362
HMG20B	BRAF35		10362
HMG20B	SMARCE1r		10362
HMG20B	BRAF25		10362
HMG20B	HMGXB2		10362
HMGA1		HMGIY	3159
HMGA1P1	HMGIYL1	HMGA1L1	203477
HMGA1P2	HMGIYL2	HMGA1L2	171559
HMGA1P3	HMGIYL3	HMGA1L3	144712
HMGA1P4			100506080
HMGA1P5		HMGA1L5	387063
HMGA1P6		HMGA1L6	100130029
HMGA1P7		HMGA1L7	387065
HMGA1P8	HMGA1-p		100130009
HMGA2	BABL	HMGIC	8091
HMGA2	LIPO	HMGIC	8091
HMGA2-AS1	RP11-366L20.2		100129940
HMGB1	HMG3	HMG1	3146
HMGB1	SBP-1	HMG1	3146
HMGB1	DKFZp686A04236	HMG1	3146
HMGB1P1	HMG1L7	HMG1L1	10357
HMGB1P1	HMG1L7	HMGB1L1	10357
HMGB1P3		HMG1L3	10356
HMGB1P3		HMGB1L3	10356
HMGB1P4		HMG1L4	10355
HMGB1P4		HMG1L4P	10355
HMGB1P4		HMGB1L4	10355
HMGB1P5		HMG1L5	10354
HMGB1P5		HMGB1L15	10354
HMGB1P5		HMGB1P2	10354
HMGB1P5		HMGB1L5	10354
HMGB1P6		HMG1L6	645292
HMGB1P6		HMGB1L6	645292
HMGB1P7			100420044
HMGB1P8		HMG1L8	692147
HMGB1P8		HMGB1L8	692147
HMGB1P9		HMG1L9	654503
HMGB1P9		HMGB1L9	654503
HMGB1P10		HMG1L10	100130561
HMGB1P10		HMGB1L10	100130561
HMGB1P11		HMGB1L11	100419996
HMGB1P12		HMGB1L12	100129723
HMGB1P13		HMGB1L13	100129706
HMGB1P14		HMGB1P	319130
HMGB1P14		HMGB1L14	319130
HMGB1P15			644129
HMGB1P16			646577
HMGB1P17			100419974
HMGB1P18			646526
HMGB1P19			100419979
HMGB1P20			100128227
HMGB1P21			100419947
HMGB1P22			644659
HMGB1P23			100873891
HMGB1P24			100420063
HMGB1P25			644651
HMGB1P26			645201
HMGB1P27			100527948
HMGB1P28			100133310
HMGB1P29			100873892
HMGB1P30			100873893
HMGB1P31			100873894
HMGB1P32			100419995
HMGB1P33			100873905
HMGB1P34			100420100
HMGB1P35			100419950
HMGB1P36			100419968
HMGB1P37			100132863
HMGB1P38			100873895
HMGB1P39			100419972
HMGB1P40			100506595
HMGB1P41			100873896
HMGB1P42			100873906
HMGB1P43			100420041
HMGB1P44			100130279
HMGB1P45			100129919
HMGB1P46			100419978
HMGB1P47			100873897
HMGB1P48			100128639
HMGB1P49			100420013
HMGB1P50			109729125
HMGB1P51			109729159
HMGB2		HMG2	3148
HMGB2P1			729119
HMGB3	HMG2A	HMG4	3149
HMGB3	MGC90319	HMG4	3149
HMGB3P1	dJ18C9.3	HMG4L	128872
HMGB3P1	dJ18C9.3	HMGB3L1	128872
HMGB3P2	dJ550H1.1	HMG4L2	128879
HMGB3P2	dJ550H1.1	HMGB3L2	128879
HMGB3P3			100419949
HMGB3P4			100873890
HMGB3P5			645360
HMGB3P6			729952
HMGB3P7			100420033
HMGB3P8			100506039
HMGB3P9			100873879
HMGB3P10			100129320
HMGB3P11			644442
HMGB3P12			100873898
HMGB3P13			100289158
HMGB3P14			100873899
HMGB3P15			644429
HMGB3P16			100873900
HMGB3P17			100419948
HMGB3P18			644502
HMGB3P19			729635
HMGB3P20			442661
HMGB3P21			100873901
HMGB3P22			729595
HMGB3P23			100288563
HMGB3P24			646993
HMGB3P25			100873908
HMGB3P26			100130405
HMGB3P27			441795
HMGB3P28			100131036
HMGB3P29			100420015
HMGB3P30			203510
HMGB3P31			392545
HMGB3P32			100507549
HMGB4	FLJ40388		127540
HMGCL	HL		3155
HMGCLL1	DKFZP434G1411		54511
HMGCLL1	bA418P12.1		54511
HMGCR			3156
HMGCS1		HMGCS	3157
HMGCS2			3158
HMGN1	FLJ27265	HMG14	3150
HMGN1	FLJ31471	HMG14	3150
HMGN1	MGC104230	HMG14	3150
HMGN1	MGC117425	HMG14	3150
HMGN1P1		HMGN1L1	319131
HMGN1P2		HMG14P	54048
HMGN1P2		HMGN1L2	54048
HMGN1P3			100036574
HMGN1P4			100036575
HMGN1P5			100874429
HMGN1P6			100874430
HMGN1P7			100129555
HMGN1P8			100874431
HMGN1P9			100874410
HMGN1P10			100874438
HMGN1P11			644534
HMGN1P12			106480725
HMGN1P13			100874439
HMGN1P14			100874440
HMGN1P15			100874441
HMGN1P16			100874442
HMGN1P17			100874443
HMGN1P18			100874444
HMGN1P19			100874445
HMGN1P20			100874459
HMGN1P21			728325
HMGN1P22			100874460
HMGN1P23			100874461
HMGN1P24			100874462
HMGN1P25			100507124
HMGN1P26			100128015
HMGN1P27			100874463
HMGN1P28			100874464
HMGN1P29			100885865
HMGN1P30			100132992
HMGN1P31			728111
HMGN1P32			100874465
HMGN1P33			100874446
HMGN1P34			100874447
HMGN1P35			100874448
HMGN1P36			728851
HMGN1P37			728776
HMGN1P38			643790
HMGN2		HMG17	3151
HMGN2P1		HMGN2P	319132
HMGN2P1		HMGN2L1	319132
HMGN2P2		HMGN2L2	317726
HMGN2P3		HMGN2L3	728632
HMGN2P4		HMGN2L4	643744
HMGN2P5		HMGN2L5	727795
HMGN2P6		HMGN2L6	643872
HMGN2P7		HMGN2L7	644498
HMGN2P8	AC022394.1	HMGN2L8	100288691
HMGN2P9	dJ388M5.2	HMG17L1	23605
HMGN2P9	dJ388M5.2	HMGN2L9	23605
HMGN2P10	bK216E10	HMG17L2	23606
HMGN2P10	bK216E10	HMGN2L10	23606
HMGN2P11	28H	HMG17P1	3152
HMGN2P11	28H	HMGN2L11	3152
HMGN2P12	60H	HMG17P2	3153
HMGN2P12	60H	HMGN2L12	3153
HMGN2P13			100289682
HMGN2P14			100874458
HMGN2P15			100288165
HMGN2P16	Em:AL513423.2	HMGN2L	728234
HMGN2P17			100113373
HMGN2P18			648822
HMGN2P19			100874466
HMGN2P20			646049
HMGN2P21			100874467
HMGN2P22			100874468
HMGN2P23			100874469
HMGN2P24			729505
HMGN2P25			729687
HMGN2P26			100874470
HMGN2P27			100874471
HMGN2P28			100128372
HMGN2P29			100874472
HMGN2P30			100131183
HMGN2P31			645930
HMGN2P32			100874473
HMGN2P33			100874474
HMGN2P34			100874478
HMGN2P35			100874479
HMGN2P36			100874480
HMGN2P37			100874481
HMGN2P38			100874482
HMGN2P39			100874483
HMGN2P40			100874484
HMGN2P41			729564
HMGN2P42			100874485
HMGN2P43			100874486
HMGN2P44			100874487
HMGN2P45			100874475
HMGN2P46	FLJ39426	C15orf21	283651
HMGN2P46	D-PCa-2	C15orf21	283651
HMGN2P47			106480791
HMGN2P48			100129956
HMGN3		TRIP7	9324
HMGN3-AS1			100288198
HMGN3P1			100289191
HMGN4	NHC	HMG17L3	10473
HMGN5		NSBP1	79366
HMGXB3	SMF	HMGX3	22993
HMGXB3	KIAA0194	HMGX3	22993
HMGXB4	THC211630	HMG2L1	10042
HMHB1	HB-1		57824
HMHB1	HB-1Y		57824
HMI	IPA		
HMI	ITO		
HMMR	RHAMM		3161
HMMR	CD168		3161
HMMR-AS1			101927813
HMOX1	bK286B10		3162
HMOX1	HO-1		3162
HMOX2	HO-2		3163
HMS1			
HMSD	ACC-6	C18orf53	284293
HMSD	ACC6	C18orf53	284293
HMX1	H6		3166
HMX1	NKX5-3		3166
HMX2	NKX5-2		3167
HMX3	NKX5-1		340784
HNB1			
HNF1A	HNF1	MODY3	6927
HNF1A	HNF1	TCF1	6927
HNF1A	LFB1	MODY3	6927
HNF1A	LFB1	TCF1	6927
HNF1A-AS1	FLJ38690	C12orf27	283460
HNF1A-AS1	FLJ38690	NCRNA00262	283460
HNF1A-AS1	HAS1	C12orf27	283460
HNF1A-AS1	HAS1	NCRNA00262	283460
HNF1B	LFB3	TCF2	6928
HNF1B	VHNF1	TCF2	6928
HNF1B	HNF1beta	TCF2	6928
HNF1B	MODY5	TCF2	6928
HNF4A	NR2A1	TCF14	3172
HNF4A	NR2A1	MODY	3172
HNF4A	NR2A1	MODY1	3172
HNF4A	HNF4	TCF14	3172
HNF4A	HNF4	MODY	3172
HNF4A	HNF4	MODY1	3172
HNF4A-AS1	uc002xlx		101927219
HNF4G	NR2A2		3174
HNF4GP1			100130462
HNMT			3176
HNRNPA0		HNRPA0	10949
HNRNPA1	hnRNP-A1	HNRPA1	3178
HNRNPA1	ALS20	HNRPA1	3178
HNRNPA1L2	LOC144983		144983
HNRNPA1P1	hnRNPA1-Lp	HNRPA1P1	645950
HNRNPA1P1	b34I8.2	HNRPA1P1	645950
HNRNPA1P2	dJ372B18.1	HNRPA1P2	100131609
HNRNPA1P3	dJ447F3.1	HNRPA1P3	170524
HNRNPA1P4		HNRPA1P4	389674
HNRNPA1P5			100506712
HNRNPA1P6		HNRPA1L	729423
HNRNPA1P6		HNRNPA1L	729423
HNRNPA1P6		HNRNPA1L1	729423
HNRNPA1P7		HNRPA1L3	388275
HNRNPA1P8			402562
HNRNPA1P9			100421389
HNRNPA1P10			664709
HNRNPA1P11			100128044
HNRNPA1P12			644037
HNRNPA1P13			100131130
HNRNPA1P14			100421351
HNRNPA1P15			100421353
HNRNPA1P16			440396
HNRNPA1P17			100421376
HNRNPA1P18			100874400
HNRNPA1P19			100874402
HNRNPA1P20			344741
HNRNPA1P21			344697
HNRNPA1P22			729102
HNRNPA1P23			100130002
HNRNPA1P24			100874396
HNRNPA1P25			100131983
HNRNPA1P26			664722
HNRNPA1P27			664721
HNRNPA1P28			100288038
HNRNPA1P29			100421424
HNRNPA1P30			440125
HNRNPA1P31			100506925
HNRNPA1P32			645940
HNRNPA1P33			728643
HNRNPA1P34			100996501
HNRNPA1P35			645691
HNRNPA1P36			100128836
HNRNPA1P37			100421379
HNRNPA1P38			100421384
HNRNPA1P39			402112
HNRNPA1P40			100129920
HNRNPA1P41			100128701
HNRNPA1P42			100287266
HNRNPA1P43			400769
HNRNPA1P44			100421432
HNRNPA1P45			100130660
HNRNPA1P46			100421399
HNRNPA1P47			100287191
HNRNPA1P48			642659
HNRNPA1P49			106481663
HNRNPA1P50			728170
HNRNPA1P51			729366
HNRNPA1P52			645001
HNRNPA1P53			728732
HNRNPA1P54			100421398
HNRNPA1P55			642958
HNRNPA1P56			391670
HNRNPA1P57			101060039
HNRNPA1P58			100289286
HNRNPA1P59			730246
HNRNPA1P60			120364
HNRNPA1P61			100288283
HNRNPA1P62			106480235
HNRNPA1P63			645436
HNRNPA1P64			100129325
HNRNPA1P65			106481664
HNRNPA1P66			391378
HNRNPA1P67			728019
HNRNPA1P68			100421397
HNRNPA1P69			105369973
HNRNPA1P70			341333
HNRNPA1P71			100421433
HNRNPA1P72			106480236
HNRNPA1P73			100129606
HNRNPA1P74			100421430
HNRNPA1P75			112436691
HNRNPA1P76			106480675
HNRNPA1P77			100421378
HNRNPA2B1		HNRPA2B1	3181
HNRNPA3		HNRPA3	220988
HNRNPA3P1	FBRNP	HNRPA3	10151
HNRNPA3P1	FBRNP	HNRPA3P1	10151
HNRNPA3P1	D10S102	HNRPA3	10151
HNRNPA3P1	D10S102	HNRPA3P1	10151
HNRNPA3P2	dJ977B1.2	HNRPA3P	170526
HNRNPA3P2	dJ977B1.2	HNRPA3P2	170526
HNRNPA3P3			643689
HNRNPA3P4			389395
HNRNPA3P5			387933
HNRNPA3P6			653115
HNRNPA3P7			100421357
HNRNPA3P8			100129557
HNRNPA3P9			100421415
HNRNPA3P10			100421413
HNRNPA3P11			100421431
HNRNPA3P12			100421395
HNRNPA3P13			441026
HNRNPA3P14			729817
HNRNPA3P15			106480234
HNRNPA3P16			100421451
HNRNPAB	ABBP1	HNRPAB	3182
HNRNPAB	FLJ40338	HNRPAB	3182
HNRNPABP1			390294
HNRNPC		HNRPC	3183
HNRNPCL1		HNRPCL1	343069
HNRNPCL2		HNRNPCP5	440563
HNRNPCL3			649330
HNRNPCL4			101060301
HNRNPCP1		HNRPCP	319133
HNRNPCP2			653447
HNRNPCP3			646956
HNRNPCP4			100421828
HNRNPCP6			100421794
HNRNPCP7			100127907
HNRNPCP8			100131842
HNRNPCP9			100130196
HNRNPCP10			100129229
HNRNPD		AUF1	3184
HNRNPD		HNRPD	3184
HNRNPD-DT			101928963
HNRNPDL	JKTBP	HNRPDL	9987
HNRNPDL	JKTBP	LGMD1G	9987
HNRNPDL	laAUF1	HNRPDL	9987
HNRNPDL	laAUF1	LGMD1G	9987
HNRNPDLP1			100128595
HNRNPDLP2			100128061
HNRNPDLP3			106481662
HNRNPDLP4			100421657
HNRNPDLP5			112351742
HNRNPDP1	AUF1B	HNRPDP	8251
HNRNPDP1	AUF1B	HNRNPDP	8251
HNRNPDP1	AUF1P	HNRPDP	8251
HNRNPDP1	AUF1P	HNRNPDP	8251
HNRNPDP2			106481661
HNRNPF		HNRPF	3185
HNRNPFP1			644449
HNRNPH1	hnRNPH	HNRPH1	3187
HNRNPH1P1			100132803
HNRNPH1P2			100129368
HNRNPH1P3			402216
HNRNPH2	hnRNPH'	HNRPH2	3188
HNRNPH2	FTP3	HNRPH2	3188
HNRNPH2	HNRPH'	HNRPH2	3188
HNRNPH3	2H9	HNRPH3	3189
HNRNPH3P1			106480233
HNRNPK	CSBP	HNRPK	3190
HNRNPK	TUNP	HNRPK	3190
HNRNPKP1			389322
HNRNPKP2			389053
HNRNPKP3			399881
HNRNPKP4			644063
HNRNPKP5			100874385
HNRNPL		HNRPL	3191
HNRNPLL		HNRPLL	92906
HNRNPLP1			442157
HNRNPLP2			644390
HNRNPM	HTGR1	NAGR1	4670
HNRNPM	HTGR1	HNRPM	4670
HNRNPM	HNRNPM4	NAGR1	4670
HNRNPM	HNRNPM4	HNRPM	4670
HNRNPM	HNRPM4	NAGR1	4670
HNRNPM	HNRPM4	HNRPM	4670
HNRNPM	CEAR	NAGR1	4670
HNRNPM	CEAR	HNRPM	4670
HNRNPMP1			645204
HNRNPMP2			390948
HNRNPR	hnRNP-R	HNRPR	10236
HNRNPRP1			100125387
HNRNPRP2			100421354
HNRNPRP3			100421323
HNRNPU	SAF-A	HNRPU	3192
HNRNPU	SAF-A	HNRNPU-AS1	3192
HNRNPU	SAF-A	C1orf199	3192
HNRNPU	SAF-A	NCRNA00201	3192
HNRNPU	FLJ37978	HNRPU	3192
HNRNPU	FLJ37978	HNRNPU-AS1	3192
HNRNPU	FLJ37978	C1orf199	3192
HNRNPU	FLJ37978	NCRNA00201	3192
HNRNPU	FLJ30202	HNRPU	3192
HNRNPU	FLJ30202	HNRNPU-AS1	3192
HNRNPU	FLJ30202	C1orf199	3192
HNRNPU	FLJ30202	NCRNA00201	3192
HNRNPUL1	E1B-AP5	HNRPUL1	11100
HNRNPUL1	E1BAP5	HNRPUL1	11100
HNRNPUL1	FLJ12944	HNRPUL1	11100
HNRNPUL2	DKFZp762N1910	HNRPUL2	221092
HNRNPUL2-BSCL2			100534595
HNRNPUP1		HNRPUP	319134
HOAC	ULG4		
HOATZ	FLJ46266	C11orf88	399949
HOGA1	FLJ37472	C10orf65	112817
HOGA1	FLJ37472	DHDPSL	112817
HOGA1	DHDPS2	C10orf65	112817
HOGA1	DHDPS2	DHDPSL	112817
HOGA1	NPL2	C10orf65	112817
HOGA1	NPL2	DHDPSL	112817
HOMER1	Ves-1		9456
HOMER1	SYN47		9456
HOMER1	HOMER-1B		9456
HOMER2	CPD		9455
HOMER2	Cupidin		9455
HOMER2	Vesl-2		9455
HOMER2	HOMER-2B		9455
HOMER2	HOMER-2		9455
HOMER2	HOMER-2A		9455
HOMER2	DFNA68		9455
HOMER2P1			317768
HOMER2P2			317769
HOMER3	HOMER-3		9454
HOMER3-AS1			102724360
HOMEZ		KIAA1443	57594
HOOK1	HK1		51361
HOOK2	HK2		29911
HOOK3	HK3		84376
HOPX	LAGY		84525
HOPX	HOP		84525
HOPX	OB1		84525
HOPX	NECC1		84525
HOPX	SMAP31		84525
HORMAD1	DKFZP434A1315		84072
HORMAD1	CT46		84072
HORMAD2	MGC26710		150280
HORMAD2	CT46.2		150280
HORMAD2-AS1	MTMR3-AS1		101929664
HORMAD2-AS1	NONHSAG033653		101929664
HOTAIR	HOXC-AS4		100124700
HOTAIR	HOXC11-AS1		100124700
HOTAIR	NCRNA00072		100124700
HOTAIRM1	HOXA-AS1		100506311
HOTAIRM1	NCRNA00179		100506311
HOTAIRM1	HOXA1-AS1		100506311
HOTTIP	HOXA-AS6	NCRNA00213	100316868
HOTTIP	RP1-170O19.3	NCRNA00213	100316868
HOTTIP	HOXA13-AS1	NCRNA00213	100316868
HOXA-AS2	HOXA3as		285943
HOXA-AS3	HOXA6as		100133311
HOXA@		HOX1@	3197
HOXA1		HOX1F	3198
HOXA1		HOX1	3198
HOXA2		HOX1K	3199
HOXA3		HOX1E	3200
HOXA3		HOX1	3200
HOXA4		HOX1D	3201
HOXA4		HOX1	3201
HOXA5		HOX1C	3202
HOXA5		HOX1	3202
HOXA6		HOX1B	3203
HOXA6		HOX1	3203
HOXA7		HOX1A	3204
HOXA7		HOX1	3204
HOXA9		HOX1G	3205
HOXA9		HOX1	3205
HOXA10		HOX1H	3206
HOXA10		HOX1	3206
HOXA10-AS		HOXA-AS4	100874323
HOXA11		HOX1I	3207
HOXA11		HOX1	3207
HOXA11-AS	HOXA11-AS1	HOXA11AS	221883
HOXA11-AS	HOXA11S	HOXA11AS	221883
HOXA11-AS	HOXA-AS5	HOXA11AS	221883
HOXA11-AS	NCRNA00076	HOXA11AS	221883
HOXA13		HOX1J	3209
HOXA13		HOX1	3209
HOXB-AS1			100874362
HOXB-AS2			100874350
HOXB-AS3			404266
HOXB-AS4			100874351
HOXB@		HOX2@	3210
HOXB1		HOX2	3211
HOXB1		HOX2I	3211
HOXB2		HOX2	3212
HOXB2		HOX2H	3212
HOXB3		HOX2	3213
HOXB3		HOX2G	3213
HOXB4		HOX2	3214
HOXB4		HOX2F	3214
HOXB5		HOX2	3215
HOXB5		HOX2A	3215
HOXB6		HOX2	3216
HOXB6		HOX2B	3216
HOXB7		HOX2	3217
HOXB7		HOX2C	3217
HOXB8		HOX2	3218
HOXB8		HOX2D	3218
HOXB9		HOX2E	3219
HOXB9		HOX2	3219
HOXB13			10481
HOXC-AS1			100874363
HOXC-AS2			100874364
HOXC-AS3			100874365
HOXC@		HOX3@	3220
HOXC4		HOX3	3221
HOXC4		HOX3E	3221
HOXC5		HOX3D	3222
HOXC5		HOX3	3222
HOXC6		HOX3C	3223
HOXC6		HOX3	3223
HOXC8		HOX3	3224
HOXC8		HOX3A	3224
HOXC9		HOX3	3225
HOXC9		HOX3B	3225
HOXC10		HOX3I	3226
HOXC11		HOX3H	3227
HOXC12		HOX3	3228
HOXC12		HOX3F	3228
HOXC12		HOC3F	3228
HOXC13		HOX3	3229
HOXC13		HOX3G	3229
HOXC13-AS		HOXC-AS5	100874366
HOXD-AS2			100506783
HOXD@		HOX4@	3230
HOXD1		HOX4	3231
HOXD1		HOX4G	3231
HOXD3		HOX4A	3232
HOXD3		HOX4	3232
HOXD3		HOX1D	3232
HOXD4		HOX4B	3233
HOXD4		HOX4	3233
HOXD8		HOX4	3234
HOXD8		HOX4E	3234
HOXD9		HOX4C	3235
HOXD9		HOX4	3235
HOXD10		HOX4	3236
HOXD10		HOX4D	3236
HOXD11		HOX4	3237
HOXD11		HOX4F	3237
HOXD12		HOX4H	3238
HOXD13		HOX4I	3239
HOXD13		SPD	3239
HP			3240
HP1BP3	HP1-BP74		50809
HPC1			
HPCA		DYT2	3208
HPCAL1	BDR1		3241
HPCAL1	HLP2		3241
HPCAL1	VILIP-3		3241
HPCAL4	HLP4		51440
HPCAL4	DKFZp761G122		51440
HPCX			
HPD	4-HPPD	PPD	3242
HPD	4HPPD	PPD	3242
HPD	GLOD3	PPD	3242
HPDL	MGC15668	GLOXD1	84842
HPDL	4-HPPD-L	GLOXD1	84842
HPE1			
HPF1	FLJ20534	C4orf27	54969
HPFH2			
HPGD	SDR36C1		3248
